TIME             CONTAINER_ID  UID    COMM             PID/host        TID/host        RET              EVENT                ARGS
07:50:58:075789  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/lib/modules-load.d, mode: 493
07:50:58:075843  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/lib/ossl-modules, mode: 493
07:50:58:075987  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/local, mode: 493
07:50:58:076036  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/local/bin, mode: 493
07:50:58:076066  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/local/lib, mode: 493
07:50:58:076095  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/local/share, mode: 493
07:50:58:076135  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/sbin, mode: 493
07:50:58:076505  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share, mode: 493
07:50:58:076536  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk, mode: 493
07:50:58:076576  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys, mode: 493
07:50:58:076608  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys/aarch64, mode: 493
07:50:58:077077  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys/armhf, mode: 493
07:50:58:077151  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys/armv7, mode: 493
07:50:58:077213  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys/mips64, mode: 493
07:50:58:077261  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys/ppc64le, mode: 493
07:50:58:077320  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys/riscv64, mode: 493
07:50:58:077381  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys/s390x, mode: 493
07:50:58:077442  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys/x86, mode: 493
07:50:58:077515  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/apk/keys/x86_64, mode: 493
07:50:58:077585  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/man, mode: 493
07:50:58:077615  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/misc, mode: 493
07:50:58:077645  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/share/udhcpc, mode: 493
07:50:58:077706  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var, mode: 493
07:50:58:077738  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/cache, mode: 493
07:50:58:077768  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/cache/apk, mode: 493
07:50:58:077797  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/cache/misc, mode: 493
07:50:58:077826  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/empty, mode: 365
07:50:58:077856  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/lib, mode: 493
07:50:58:077888  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/lib/apk, mode: 493
07:50:58:077916  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/lib/misc, mode: 493
07:50:58:077945  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/lib/udhcpd, mode: 493
07:50:58:077974  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/local, mode: 493
07:50:58:078003  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/lock, mode: 493
07:50:58:078035  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/lock/subsys, mode: 493
07:50:58:078065  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/log, mode: 493
07:50:58:078093  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/mail, mode: 493
07:50:58:078121  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/opt, mode: 493
07:50:58:078165  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/spool, mode: 493
07:50:58:078193  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/spool/cron, mode: 493
07:50:58:078250  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/var/tmp, mode: 1023
07:50:58:078432  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/image/vfs/layerdb/mounts/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:078497  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containers/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 456
07:50:58:078516  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containers/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7/checkpoints, mode: 448
07:50:58:096861  31558a4fe0bb  0      dockerd          12     /575845  1042   /576925  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containers/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7/mounts, mode: 456
07:50:58:098141  31558a4fe0bb  0      dockerd          12     /575845  639    /576472  0                mkdirat              dirfd: -100, pathname: /var/run/docker/containerd/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:101028  31558a4fe0bb  0      containerd       641    /576475  646    /576480  0                mkdirat              dirfd: -100, pathname: /var/run/docker/containerd/daemon/io.containerd.runtime.v2.task/moby/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 448
07:50:58:101140  31558a4fe0bb  0      containerd       641    /576475  646    /576480  0                mkdirat              dirfd: -100, pathname: /var/run/docker/containerd/daemon/io.containerd.runtime.v2.task/moby/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7/rootfs, mode: 457
07:50:58:101161  31558a4fe0bb  0      containerd       641    /576475  646    /576480  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containerd/daemon/io.containerd.runtime.v2.task/moby/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 457
07:50:58:128014  31558a4fe0bb  0      runc             1684   /577889  1684   /577889  0                mkdirat              dirfd: -100, pathname: /var/run/docker/runtime-runc/moby/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 457
07:50:58:128665  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  -17              mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/cpuset/docker, mode: 493
07:50:58:128699  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/cpuset/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:148596  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/devices/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:148770  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/memory/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:149007  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/cpu,cpuacct/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:149308  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/pids/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:149456  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/blkio/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:149616  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/hugetlb/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:149782  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/net_cls,net_prio/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:149974  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/perf_event/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:150157  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/freezer/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:150186  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/rdma/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:150214  31558a4fe0bb  0      runc             1684   /577889  1688   /577893  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/systemd/docker/d39b7605794b2e7d78fe3b3fe4447b69d57870a455e4d61e65c929d7905443c7, mode: 493
07:50:58:153161  31558a4fe0bb  0      runc:[2:INIT]    1      /577899  1      /577899  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/dev/pts, mode: 493
07:50:58:153493  31558a4fe0bb  0      runc:[2:INIT]    1      /577899  1      /577899  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/sys/fs/cgroup/systemd, mode: 493
07:50:58:153569  31558a4fe0bb  0      runc:[2:INIT]    1      /577899  1      /577899  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/sys/fs/cgroup/cpu,cpuacct, mode: 493
